_neutral,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,cheekPuff,cheekSquintLeft,cheekSquintRight,eyeBlinkLeft,eyeBlinkRight,eyeLookDownLeft,eyeLookDownRight,eyeLookInLeft,eyeLookInRight,eyeLookOutLeft,eyeLookOutRight,eyeLookUpLeft,eyeLookUpRight,eyeSquintLeft,eyeSquintRight,eyeWideLeft,eyeWideRight,jawForward,jawLeft,jawOpen,jawRight,mouthClose,mouthDimpleLeft,mouthDimpleRight,mouthFrownLeft,mouthFrownRight,mouthFunnel,mouthLeft,mouthLowerDownLeft,mouthLowerDownRight,mouthPressLeft,mouthPressRight,mouthPucker,mouthRight,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthSmileLeft,mouthSmileRight,mouthStretchLeft,mouthStretchRight,mouthUpperUpLeft,mouthUpperUpRight,noseSneerLeft,noseSneerRight
5.885389782633865e-06,0.07245977967977524,0.013802976347506046,0.33745160698890686,0.007736811880022287,0.02457457408308983,0.0007498496561311185,1.298638949265296e-06,7.857515242903901e-07,0.5493730306625366,0.2670035660266876,0.2632421553134918,0.25821658968925476,0.16124401986598969,0.029401862993836403,0.04081612080335617,0.15835785865783691,0.05231311544775963,0.05566063150763512,0.7736050486564636,0.513248085975647,0.001404231647029519,0.0013016900047659874,0.0018012073123827577,0.011740102432668209,0.33453568816185,0.00013103405945003033,0.018585506826639175,0.012613382190465927,0.0071221305988729,0.00031197749194689095,0.00032129528699442744,0.004492368549108505,0.00019810959929600358,0.047623589634895325,0.10635536164045334,0.052934981882572174,0.03391365706920624,0.0006076752906665206,0.0008058318053372204,0.008530204184353352,0.1859472244977951,0.00044077285565435886,0.0020025852136313915,0.6740767359733582,0.6313345432281494,0.013012993149459362,0.07660640776157379,0.04892095923423767,0.03791046515107155,5.902313660044456e-07,9.469917131355032e-06
